text,x_corr,y_corr,question_file
"image
",145.56529,181.3511469,0625_s16_qp_23
"object
",258.39170968,180.85245196289998,0625_s16_qp_23
" 
",49.60792022399994,223.51234544,0625_s16_qp_23
"Which statement about the image is correct? 
",70.89631327999994,236.15511622400004,0625_s16_qp_23
"A 
",70.86782742399994,257.36564060800004,0625_s16_qp_23
"B 
",70.86782742399993,278.994104192,0625_s16_qp_23
"C 
",70.86782742399993,300.65105363199996,0625_s16_qp_23
"D 
",70.89642326399994,322.33549907199995,0625_s16_qp_23
"It is real and can be seen by an eye at X. 
",92.09913878399993,259.79628700800004,0625_s16_qp_23
"It is real and can be seen by an eye at Y. 
",92.09913878399993,281.424750592,0625_s16_qp_23
"It is virtual and can be seen by an eye at X. 
",92.09913878399993,303.08170003199996,0625_s16_qp_23
"It is virtual and can be seen by an eye at Y. 
",92.15633046399994,324.76614547199995,0625_s16_qp_23
"Y
",480.54449,195.50094690000003,0625_s16_qp_23
" 
",488.2394,213.19474639999999,0625_s16_qp_23
" 
 
25  The sound from a loudspeaker must pass through two materials to reach a microphone. 
 
",49.607810239999935,375.36571446399995,0625_s16_qp_23
"loudspeaker
",152.19209,424.558838,0625_s16_qp_23
"microphone
",385.32063830000004,424.558838,0625_s16_qp_23
"material 1 material 2
",249.3604,466.050638,0625_s16_qp_23
" 
",443.2252,473.6986564,0625_s16_qp_23
"Which combination of materials gives the shortest time for the sound to reach the microphone? 
",70.895154976,496.659026224,0625_s16_qp_23
" 
",49.60676192,484.01625544,0625_s16_qp_23
" 
",49.60676192,509.301797008,0625_s16_qp_23
" 
",86.712064,526.054449904,0625_s16_qp_23
"A 
",82.7433,546.83971,0625_s16_qp_23
"B 
",82.7433,567.8444099999999,0625_s16_qp_23
"C 
",82.7433,588.84911,0625_s16_qp_23
"D 
",82.7433,609.8255,0625_s16_qp_23
"material 1 
",115.7588384,526.054449904,0625_s16_qp_23
"material 2 
",193.84747840000003,526.054449904,0625_s16_qp_23
"air 
",133.79567312,549.2703564000001,0625_s16_qp_23
"air 
",133.79567312,570.2750564,0625_s16_qp_23
"hydrogen 
",195.05456144,549.2703564000001,0625_s16_qp_23
"water 
",204.529793024,570.2750564,0625_s16_qp_23
"copper 
",123.10852784000001,591.2797564,0625_s16_qp_23
"aluminium 
",192.961895872,591.2797564,0625_s16_qp_23
"water 
",126.45314128000001,612.2561464,0625_s16_qp_23
"oil 
",212.493734464,612.2561464,0625_s16_qp_23
" 
 
26  Which  range  of  wave  frequencies  includes  only  sounds  that  can  be  heard  by  a  human  with 
",49.60629,652.593687968,0625_s16_qp_23
"normal hearing? 
",70.8661972,665.264944608,0625_s16_qp_23
"A  3.0 Hz to 300 Hz 
",70.8661972,688.877409568,0625_s16_qp_23
"B  30 Hz to 3000 Hz 
",70.866930224,710.53359584,0625_s16_qp_23
"C  300 Hz to 30 000 Hz 
",70.86613569599999,732.161819984,0625_s16_qp_23
"D  3000 Hz to 300 000 Hz 
",70.866135696,753.8466464,0625_s16_qp_23
" 
 
",49.60632993600001,779.132187968,0625_s16_qp_23
"© UCLES 2016 
",49.60629,804.11211,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,804.11211,0625_s16_qp_23
" 
",545.681243088,804.11211,0625_s16_qp_23
"27  Each diagram shows two charged metal plates. 
 
",49.60629,87.8753171840001,0625_s16_qp_23
"Which diagram shows the pattern and the direction of the electric field between the plates? 
",70.8661972,100.51808796800015,0625_s16_qp_23
"11 
",291.60001,48.87034640000002,0625_s16_qp_23
" 
",49.60629,113.1608587520002,0625_s16_qp_23
"A
",169.923262315,123.13014177100001,0625_s16_qp_23
"C
",169.718677009,247.040631771,0625_s16_qp_23
"–
",154.6969459199,157.331951,0625_s16_qp_23
"+
",154.5440569009,193.80604714100002,0625_s16_qp_23
"–
",154.6969459199,281.242441,0625_s16_qp_23
"+
",154.5440569009,317.716537141,0625_s16_qp_23
"–
",187.3336918398,157.331951,0625_s16_qp_23
"+
",187.1808028208,193.80604714100002,0625_s16_qp_23
"–
",187.3336918398,281.242441,0625_s16_qp_23
"+
",187.1808028208,317.716537141,0625_s16_qp_23
"–
",219.9704377597,157.331951,0625_s16_qp_23
"+
",219.81754874069998,193.80604714100002,0625_s16_qp_23
"–
",219.9704377597,281.242441,0625_s16_qp_23
"+
",219.81754874069998,317.716537141,0625_s16_qp_23
"–
",122.0602,157.331951,0625_s16_qp_23
"+
",121.907310981,193.80604714100002,0625_s16_qp_23
"–
",122.0602,281.242441,0625_s16_qp_23
"+
",121.907310981,317.716537141,0625_s16_qp_23
"B
",417.6991670959,123.13014177100001,0625_s16_qp_23
"D
",417.6993,247.04021,0625_s16_qp_23
"–
",402.6786459199,157.331951,0625_s16_qp_23
"+
",402.5245469878,193.80604714100002,0625_s16_qp_23
"–
",402.6786459199,281.242441,0625_s16_qp_23
"+
",402.5245469878,317.716537141,0625_s16_qp_23
"–
",435.3153918398,157.331951,0625_s16_qp_23
"+
",435.1612929077,193.80604714100002,0625_s16_qp_23
"–
",435.3153918398,281.242441,0625_s16_qp_23
"+
",435.1612929077,317.716537141,0625_s16_qp_23
"–
",370.0419,157.331951,0625_s16_qp_23
"+
",369.8878010679,193.80604714100002,0625_s16_qp_23
"–
",370.0419,281.242441,0625_s16_qp_23
"+
",369.8878010679,317.716537141,0625_s16_qp_23
"–
",467.9521377597,157.331951,0625_s16_qp_23
"+
",467.7980388276,193.80604714100002,0625_s16_qp_23
"–
",467.9521377597,281.242441,0625_s16_qp_23
"+
",467.7980388276,317.716537141,0625_s16_qp_23
" 
 
28  The four circuits shown all include an a.c. power supply, two diodes and a lamp. 
 
",49.60689903999997,377.77494948799995,0625_s16_qp_23
"In which circuit is there a rectified current in the lamp? 
",70.86680623999997,390.41772027199994,0625_s16_qp_23
"A
",171.88319,412.5755,0625_s16_qp_23
"C
",171.67909,556.0518999999999,0625_s16_qp_23
" 
",49.60689903999997,403.06049105599993,0625_s16_qp_23
" 
 
",49.60786312000005,678.360122064,0625_s16_qp_23
"B
",414.6572,412.5755,0625_s16_qp_23
"D
",414.6572,556.0518999999999,0625_s16_qp_23
" 
",506.7213,329.47195639999995,0625_s16_qp_23
" 
",496.23309,655.3711564,0625_s16_qp_23
"© UCLES 2016 
",49.60629,803.48849,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,803.48849,0625_s16_qp_23
"[Turn over 
",491.3008,803.48849,0625_s16_qp_23
"29  The diagram shows a battery connected to two resistors. 
 
",49.60629,87.8753171840001,0625_s16_qp_23
"12 
",291.60001,48.87034640000002,0625_s16_qp_23
" 
",49.606797664,172.51704544000006,0625_s16_qp_23
" 
",49.606797664,210.47384364800018,0625_s16_qp_23
" 
",49.606797664,235.75938521600028,0625_s16_qp_23
" 
",49.606797664,261.07341264000036,0625_s16_qp_23
"Four  students  separately  measure  the  electromotive  force  (e.m.f.)  of  the  battery,  the  current  in 
the resistors, and the potential difference (p.d.) across resistor R. 
",70.866704864,197.80258700800016,0625_s16_qp_23
"R
",323.4935,147.36718299999995,0625_s16_qp_23
" 
",365.726,162.19944640000006,0625_s16_qp_23
"Their results are shown in the table below. 
",70.866704864,223.11661443200023,0625_s16_qp_23
"Which row shows values with their correct units? 
",70.866704864,248.40215600000033,0625_s16_qp_23
" 
",85.067838944,277.79757968000035,0625_s16_qp_23
"A 
",81.0992,298.58141,0625_s16_qp_23
"B 
",81.0992,319.58610999999996,0625_s16_qp_23
"C 
",81.0992,340.5909,0625_s16_qp_23
"D 
",81.0992,361.5956,0625_s16_qp_23
"e.m.f. 
",113.97702336,277.79757968000035,0625_s16_qp_23
"current 
",167.54616035200002,277.79757968000035,0625_s16_qp_23
"p.d. 
",232.41824303999994,277.79757968000035,0625_s16_qp_23
"3.0 A 
",115.65397311999999,301.0120564,0625_s16_qp_23
"0.30 V 
",169.550628768,301.0120564,0625_s16_qp_23
"1.5 A 
",229.540197536,301.0120564,0625_s16_qp_23
"3.0 A 
",115.65397311999999,322.01675639999996,0625_s16_qp_23
"0.30 A 
",169.550628768,322.01675639999996,0625_s16_qp_23
"1.5 V 
",229.540197536,322.01675639999996,0625_s16_qp_23
"3.0 V 
",115.65397311999999,343.0215464,0625_s16_qp_23
"0.30 V 
",169.550628768,343.0215464,0625_s16_qp_23
"1.5 A 
",229.540197536,343.0215464,0625_s16_qp_23
"3.0 V 
",115.65397311999999,364.0262464,0625_s16_qp_23
"0.30 A 
",169.550628768,364.0262464,0625_s16_qp_23
"1.5 V 
",229.540197536,364.0262464,0625_s16_qp_23
" 
 
30  A 3.0 
 
",49.60629,417.82759488,0625_s16_qp_23
"Ω resistor and a 6.0 
",98.0787,405.1002464,0625_s16_qp_23
"Ω resistor are connected in parallel. 
",196.1291,405.1002464,0625_s16_qp_23
"3.0 Ω
",284.7141,429.850573,0625_s16_qp_23
"6.0 Ω
",284.7141,478.027473,0625_s16_qp_23
" 
",365.726,492.1522464,0625_s16_qp_23
"What is their combined resistance? 
",70.866704864,515.1411020800001,0625_s16_qp_23
"A  0.50 
",70.89519072,539.5191656640001,0625_s16_qp_23
"Ω 
",115.08659,539.5191464,0625_s16_qp_23
"B  2.0 
",170.106195984,539.5191464,0625_s16_qp_23
"Ω 
",208.2047,539.5191464,0625_s16_qp_23
"C  4.5 
",269.347995136,539.5191464,0625_s16_qp_23
"Ω 
",307.4456,539.5191464,0625_s16_qp_23
"D  9.0 
",368.56040928000004,539.5191464,0625_s16_qp_23
"Ω 
",406.6299,539.5191464,0625_s16_qp_23
" 
",49.606797664,502.46984544000003,0625_s16_qp_23
" 
 
",49.607428096000035,564.91775152,0625_s16_qp_23
"© UCLES 2016 
",49.60629,804.11211,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,804.11211,0625_s16_qp_23
" 
",545.681243088,804.11211,0625_s16_qp_23
"31  The diagram shows a combination of logic gates. 
 
",49.60629,87.8753171840001,0625_s16_qp_23
"13 
",291.60001,48.87034640000002,0625_s16_qp_23
"input P
(= 0)
",101.9624,116.97271999999998,0625_s16_qp_23
"input Q
(= 1)
",101.25405102500002,180.33485512999994,0625_s16_qp_23
" 
",49.606990464000035,194.51383543999998,0625_s16_qp_23
" 
",49.606990464000035,219.82786286400005,0625_s16_qp_23
" 
",49.606990464000035,245.11340443200015,0625_s16_qp_23
"Input P is at a logic state 0 (low) and input Q is at a logic state 1 (high). 
",70.86689766400004,207.15660622400003,0625_s16_qp_23
"What are the logic states at output X and at output Y? 
",70.86689766400004,232.4706336480001,0625_s16_qp_23
"output X
",452.740749525,121.89530059999993,0625_s16_qp_23
"output Y
",452.740749525,165.16184062999992,0625_s16_qp_23
" 
",494.2205,184.19623639999998,0625_s16_qp_23
" 
",85.06803174400004,261.8660573280001,0625_s16_qp_23
"A 
",81.0992,282.65070000000003,0625_s16_qp_23
"B 
",81.0992,303.6554,0625_s16_qp_23
"C 
",81.0992,324.63181,0625_s16_qp_23
"D 
",81.0992,345.63651,0625_s16_qp_23
"output X 
",112.70701094400003,261.8660573280001,0625_s16_qp_23
"output Y 
",180.61630179200006,261.8660573280001,0625_s16_qp_23
"0 
",130.13886592,285.08134640000003,0625_s16_qp_23
"0 
",130.13886592,306.0860464,0625_s16_qp_23
"1 
",130.13886592,327.0624564,0625_s16_qp_23
"1 
",130.13886592,348.0671564,0625_s16_qp_23
"0 
",198.057505408,285.08134640000003,0625_s16_qp_23
"1 
",198.057505408,306.0860464,0625_s16_qp_23
"0 
",198.057505408,327.0624564,0625_s16_qp_23
"1 
",198.057505408,348.0671564,0625_s16_qp_23
" 
 
32  The diagram shows part of a circuit used to switch street lamps on and off automatically. 
 
",49.60629,401.047468752,0625_s16_qp_23
"+
",224.96429,412.925296,0625_s16_qp_23
"–
",224.2141,562.641606,0625_s16_qp_23
"LDR
",306.7327,538.062986,0625_s16_qp_23
" 
",371.2252,566.3915564,0625_s16_qp_23
"In the evening it gets dark. 
",70.89519071999995,589.351926224,0625_s16_qp_23
"Which  row  shows  the  effect  on  the  resistance  of  the  light-dependent  resistor  (LDR)  and  on  the 
potential difference (p.d.) across it? 
",70.86670486399994,627.308724432,0625_s16_qp_23
" 
",85.06783894399994,654.273501712,0625_s16_qp_23
"A 
",81.0992,677.48849,0625_s16_qp_23
"B 
",81.0992,698.49319,0625_s16_qp_23
"C 
",81.0992,719.49789,0625_s16_qp_23
"D 
",81.0992,740.4743,0625_s16_qp_23
"resistance of LDR 
",110.46644406399994,656.704148112,0625_s16_qp_23
"p.d. across LDR 
",224.63555523199994,656.704148112,0625_s16_qp_23
"decreases 
",128.77836384,679.9191364000001,0625_s16_qp_23
"decreases 
",128.77836384,700.9238364,0625_s16_qp_23
"increases 
",130.620485856,721.9285364,0625_s16_qp_23
"increases 
",130.620485856,742.9049464,0625_s16_qp_23
"decreases 
",238.65018016,679.9191364000001,0625_s16_qp_23
"increases 
",240.492302176,700.9238364,0625_s16_qp_23
"decreases 
",238.64996019199998,721.9285364,0625_s16_qp_23
"increases 
",240.482403616,742.9049464,0625_s16_qp_23
" 
",49.60679766399994,576.70915544,0625_s16_qp_23
" 
",49.60679766399994,601.994697008,0625_s16_qp_23
" 
",49.60679766399994,639.951495216,0625_s16_qp_23
" 
 
",49.60629,770.599727184,0625_s16_qp_23
"© UCLES 2016 
",49.60629,803.48849,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,803.48849,0625_s16_qp_23
"[Turn over 
",491.3008,803.48849,0625_s16_qp_23
"14 
",291.60001,48.87034640000002,0625_s16_qp_23
"33  A domestic circuit includes a 30 A fuse. This protects the wiring if there is too much current in the 
",49.60629,75.23254640000005,0625_s16_qp_23
"circuit. 
",70.89508006400001,87.8753171840001,0625_s16_qp_23
" 
",49.60668700800001,100.51808796800015,0625_s16_qp_23
" 
",49.60625984000001,125.8028171840001,0625_s16_qp_23
"In which wire is the 30 A fuse positioned, and what does it do when it operates? 
",70.89508006400001,113.1608587520002,0625_s16_qp_23
" 
",85.06730112000001,142.3289030400001,0625_s16_qp_23
"A 
",81.0992,162.85851000000002,0625_s16_qp_23
"B 
",81.0992,183.83501,0625_s16_qp_23
"C 
",81.0992,204.83970999999997,0625_s16_qp_23
"D 
",81.0992,225.84441000000004,0625_s16_qp_23
"position 
",125.11665491200002,142.3289030400001,0625_s16_qp_23
"operation 
",241.59521011200002,142.3289030400001,0625_s16_qp_23
"live wire 
",124.21402784,165.28915640000002,0625_s16_qp_23
"disconnects the circuit 
",210.45710156799998,165.28915640000002,0625_s16_qp_23
"live wire 
",124.21402784,186.2656564,0625_s16_qp_23
"reduces the current to 30 A 
",198.971472448,186.2656564,0625_s16_qp_23
"neutral wire 
",115.65397311999999,207.27035639999997,0625_s16_qp_23
"disconnects the circuit 
",210.464800448,207.27035639999997,0625_s16_qp_23
"neutral wire 
",115.65397311999999,228.27505640000004,0625_s16_qp_23
"reduces the current to 30 A 
",198.975541856,228.27505640000004,0625_s16_qp_23
" 
 
34  A strong electromagnet is used to attract pins. 
 
",49.60629,281.25534875200015,0625_s16_qp_23
"current
",254.085684694,308.9939739269,0625_s16_qp_23
"pins
",203.7543,372.95645609999997,0625_s16_qp_23
"core
",370.1954,303.5770461000001,0625_s16_qp_23
"coil
",369.4048,364.3539461,0625_s16_qp_23
" 
",391.7197,398.5805464,0625_s16_qp_23
"What happens when the current in the coil is halved? 
",70.86667632000002,421.56940208000003,0625_s16_qp_23
"A  No pins are attracted. 
",70.86667632000002,445.18186704000004,0625_s16_qp_23
"B  Some pins are attracted, but not as many. 
",70.86667632000001,466.83881648000005,0625_s16_qp_23
"C  The same number of pins is attracted. 
",70.86667632000001,488.467280064,0625_s16_qp_23
"D  More pins are attracted. 
",70.86667632000001,510.15271536,0625_s16_qp_23
" 
",49.606769120000024,408.89814544,0625_s16_qp_23
" 
 
",49.60676912000002,535.466742784,0625_s16_qp_23
"© UCLES 2016 
",49.60629,804.11211,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,804.11211,0625_s16_qp_23
" 
",545.681243088,804.11211,0625_s16_qp_23
"35  The diagram shows a transformer. 
 
",49.60629,87.8753171840001,0625_s16_qp_23
"15 
",291.60001,48.87034640000002,0625_s16_qp_23
"input
voltage
",159.7322072069,157.93861900000002,0625_s16_qp_23
"  
",212.0412,152.09417500000006,0625_s16_qp_23
"output 
voltage
",399.548092829,159.77806577,0625_s16_qp_23
"primary coil
800 turns
",214.1815,239.40810900000008,0625_s16_qp_23
"secondary coil
",312.0910778071,226.21422900000005,0625_s16_qp_23
"40 turns
",327.3744801021,239.40810900000008,0625_s16_qp_23
" 
",435.7417,243.21364640000002,0625_s16_qp_23
" 
",49.607673120000015,253.53124544000002,0625_s16_qp_23
" 
",49.606433424000016,278.81711718400004,0625_s16_qp_23
"The input voltage is 240 V. 
",70.89606617600002,266.1743464,0625_s16_qp_23
"What is the output voltage? 
",70.86634062400002,291.4598879680001,0625_s16_qp_23
"A  6.0 V 
",70.86634062400002,315.1010587520001,0625_s16_qp_23
"B  12 V 
",170.10739096,315.10024639999995,0625_s16_qp_23
"C  20 V 
",269.34755984000003,315.10024639999995,0625_s16_qp_23
"D  40 V 
",368.559973984,315.10024639999995,0625_s16_qp_23
" 
 
36  The diagram shows a shaded area where the direction of a magnetic field is into the page. 
 
",49.606992799999944,365.69981539199995,0625_s16_qp_23
"A beam of β-particles enters the field as shown. 
",70.89538585599995,379.10796483199994,0625_s16_qp_23
"beam of
β-particles
",145.757704225,486.30810213600006,0625_s16_qp_23
"magnetic field
into the page
",381.03481,416.84339400000005,0625_s16_qp_23
" 
",449.7166,521.1506464,0625_s16_qp_23
"In which direction is the beam of β-particles deflected as they enter the magnetic field? 
",70.86670345600005,544.876504864,0625_s16_qp_23
"A 
",70.8667034560001,568.573657504,0625_s16_qp_23
"into the page 
",92.0892160960001,568.573657504,0625_s16_qp_23
"B  out of the page 
",70.8667034560001,590.2306069440001,0625_s16_qp_23
"C  down the page 
",70.8667034560001,611.887556384,0625_s16_qp_23
"D  up the page 
",70.8667034560001,633.544505824,0625_s16_qp_23
" 
",49.60688281599997,391.8353133119999,0625_s16_qp_23
" 
",49.60679625600005,531.49684128,0625_s16_qp_23
" 
 
",49.606796256000095,658.8585332480001,0625_s16_qp_23
"© UCLES 2016 
",49.60629,803.48849,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,803.48849,0625_s16_qp_23
"[Turn over 
",491.3008,803.48849,0625_s16_qp_23
"37  Below are four statements about isotopes of a certain element. 
",49.60629,75.23254640000005,0625_s16_qp_23
"Which statement about the isotopes must be correct? 
",70.8661972,98.87371718400004,0625_s16_qp_23
"16 
",291.60001,48.87034640000002,0625_s16_qp_23
"A  They are radioactive. 
",70.867187056,122.48618214400005,0625_s16_qp_23
"B  They are unstable. 
",70.867187056,144.143131584,0625_s16_qp_23
"C  They have the same number of neutrons. 
",70.867187056,165.80008102399995,0625_s16_qp_23
"D  They have the same number of protons. 
",70.89578289600001,187.4570304639999,0625_s16_qp_23
" 
 
38  Which diagram represents an experiment that provided evidence for the nuclear atom? 
 
",49.607169872000014,238.05659945600007,0625_s16_qp_23
"A
",206.1725,247.8121,0625_s16_qp_23
"B
",401.9498,247.8121,0625_s16_qp_23
"α-particle
",124.69607477819999,275.356737438,0625_s16_qp_23
"β-particle
",320.67850475800003,275.356737438,0625_s16_qp_23
"gold
",244.53909,339.739982,0625_s16_qp_23
"nucleus
",235.9806658911,352.933022,0625_s16_qp_23
"gold
",440.5213,339.739982,0625_s16_qp_23
"nucleus
",431.961885982,352.933022,0625_s16_qp_23
"C
",205.96851,405.4218,0625_s16_qp_23
"D
",401.9499318781,405.42217812,0625_s16_qp_23
"α-particle
",124.69607477819999,455.56232664000004,0625_s16_qp_23
"β-particle
",320.6792,455.562182,0625_s16_qp_23
"gold
",244.53909,497.349082,0625_s16_qp_23
"nucleus
",235.9806658911,510.54322142,0625_s16_qp_23
"gold
",440.5213,497.349082,0625_s16_qp_23
"nucleus
",431.961885982,510.54322142,0625_s16_qp_23
" 
",470.7213,514.3758564,0625_s16_qp_23
" 
 
39  Sodium-24 decays to magnesium-24 according to the following equation. 
 
",49.60686191999997,562.6503636319999,0625_s16_qp_23
"24
",218.46609,569.6019,0625_s16_qp_23
"11
",219.37304302200002,577.482569156,0625_s16_qp_23
"Na  →  24
",226.2047,576.9931464,0625_s16_qp_23
"12Mg   +  emitted particle 
",261.5525913131,577.482569156,0625_s16_qp_23
"What is the emitted particle? 
",70.86634127999999,604.943490304,0625_s16_qp_23
"A  α-particle 
",70.86634127999999,629.3215538879999,0625_s16_qp_23
"B  β-particle 
",70.86513145599997,651.799973824,0625_s16_qp_23
"C  neutron 
",70.86513145599997,673.5417209279999,0625_s16_qp_23
"D  proton 
",70.86513145599997,695.198670368,0625_s16_qp_23
" 
",49.606434079999985,592.30071952,0625_s16_qp_23
" 
 
",49.60522425599998,720.5126977919999,0625_s16_qp_23
"© UCLES 2016 
",49.60629,804.11211,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,804.11211,0625_s16_qp_23
" 
",545.681243088,804.11211,0625_s16_qp_23
"40  The reading on a detector placed near a radioactive material is 536 counts per second. 
 
",49.60629,87.8753171840001,0625_s16_qp_23
"The background count rate is 44 counts per second. 
",70.894683056,100.51808796800015,0625_s16_qp_23
"17 
",291.60001,48.87034640000002,0625_s16_qp_23
"The half-life of the radioactive material is 34 hours. 
",70.894683056,125.80362953600024,0625_s16_qp_23
"What is the reading on the detector after 68 hours? 
",70.894683056,151.11765696000032,0625_s16_qp_23
"A  44 counts per second 
",70.8661972,174.73012192000033,0625_s16_qp_23
"B  123 counts per second 
",70.86619719999999,196.38707136000028,0625_s16_qp_23
"C  134 counts per second 
",70.86619719999999,218.04402080000023,0625_s16_qp_23
"D  167 counts per second 
",70.89479304,239.70097024000017,0625_s16_qp_23
" 
",49.60629,113.1608587520002,0625_s16_qp_23
" 
",49.60629,138.47488617600027,0625_s16_qp_23
" 
 
",49.606180015999996,265.01499766400025,0625_s16_qp_23
"© UCLES 2016 
",49.60629,804.11211,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,804.11211,0625_s16_qp_23
" 
",545.681243088,804.11211,0625_s16_qp_23
"18 
",291.60001,48.87034640000002,0625_s16_qp_23
"BLANK PAGE 
",261.35429,72.80190000000005,0625_s16_qp_23
" 
 
",297.72269928,98.08744156800014,0625_s16_qp_23
"© UCLES 2016 
",49.60629,804.11211,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,804.11211,0625_s16_qp_23
" 
",545.681243088,804.11211,0625_s16_qp_23
"19 
",291.60001,48.87034640000002,0625_s16_qp_23
"BLANK PAGE 
",261.35429,72.80190000000005,0625_s16_qp_23
" 
 
",297.72269928,98.08744156800014,0625_s16_qp_23
"© UCLES 2016 
",49.60629,804.11211,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,804.11211,0625_s16_qp_23
" 
",545.681243088,804.11211,0625_s16_qp_23
"20 
",291.60001,48.87034640000002,0625_s16_qp_23
"BLANK PAGE 
",261.35429,72.80190000000005,0625_s16_qp_23
" 
 
 
",297.72269928,110.7302123520002,0625_s16_qp_23
"Permission  to  reproduce  items  where  third-party  owned  material  protected  by  copyright  is  included  has  been  sought  and  cleared  where  possible.  Every 
reasonable effort has been made by the publisher (UCLES) to trace copyright holders, but if any items requiring clearance have unwittingly been included, the 
publisher will be pleased to make amends at the earliest possible opportunity. 
 
To  avoid  the  issue  of  disclosure  of  answer-related  information  to  candidates,  all  copyright  acknowledgements  are  reproduced  online  in  the  Cambridge 
International  Examinations  Copyright  Acknowledgements  Booklet.  This  is  produced  for  each  series  of  examinations  and  is  freely  available  to  download  at 
www.cie.org.uk after the live examination series. 
",49.605519824,764.45098328,0625_s16_qp_23
"Cambridge International Examinations is part of the Cambridge Assessment Group. Cambridge Assessment is the brand name of University of Cambridge Local 
Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge. 
",49.60607995199996,788.60160216,0625_s16_qp_23
"© UCLES 2016 
",49.60629,804.11211,0625_s16_qp_23
"0625/23/M/J/16 
",270.12609378999997,804.11211,0625_s16_qp_23
" 
",545.681243088,804.11211,0625_s16_qp_23
" 
",56.7,31.204020000000014,0625_s17_qp_21
" 
",112.67999,127.41647999999998,0625_s17_qp_21
"Cambridge International Examinations 
Cambridge International General Certificate of Secondary Education 
",128.6997054491,109.59714780000002,0625_s17_qp_21
" 
",552.7783709121001,150.09698760000003,0625_s17_qp_21
" 
",552.7778798630001,257.37649,0625_s17_qp_21
" 
",56.7,192.99048000000005,0625_s17_qp_21
" 
",56.7,210.21048000000008,0625_s17_qp_21
" 
",56.7,264.63048000000003,0625_s17_qp_21
"*
8
3
8
8
8
4
1
1
8
5
*
",40.632000000000005,336.60787309999995,0625_s17_qp_21
" 
",56.7,157.29048,0625_s17_qp_21
"0625/21 
May/June 2017 
45 minutes 
",468.0616372641,204.43392000000006,0625_s17_qp_21
" 
",538.62,175.65048000000002,0625_s17_qp_21
"Multiple Choice Answer Sheet 
Soft clean eraser 
Soft pencil (type B or HB recommended) 
",170.09525561400005,244.63388820000011,0625_s17_qp_21
" 
PHYSICS 
 
Paper 2  Multiple Choice (Extended) 
 
Additional Materials: 
 
 
 
READ THESE INSTRUCTIONS FIRST 
 
Write in soft pencil. 
Do not use staples, paper clips, glue or correction fluid. 
Write  your  name,  Centre  number  and  candidate  number  on  the  Answer  Sheet  in  the  spaces  provided 
unless this has been done for you. 
DO NOT WRITE IN ANY BARCODES. 
 
There are forty questions on this paper. Answer all questions. For each question there are four possible 
answers A, B, C and D.  
Choose the one you consider correct and record your choice in soft pencil on the separate Answer Sheet. 
 
Read the instructions on the Answer Sheet very carefully. 
 
Each correct answer will score one mark. A mark will not be deducted for a wrong answer. 
Any rough working should be done in this booklet. 
Electronic calculators may be used. 
Take the weight of 1.0 kg to be 10 N (acceleration of free fall = 10 m / s2). 
 
",56.69899839900002,500.47398599999997,0625_s17_qp_21
"The syllabus is approved for use in England, Wales and Northern Ireland as a Cambridge International Level 1/Level 2 Certificate. 
",96.84,725.86092,0625_s17_qp_21
"This document consists of 18 printed pages and 2 blank pages. 
",157.56,747.73393,0625_s17_qp_21
"IB17 06_0625_21_VI_LIL/FP 
© UCLES 2017 
",56.7,782.7637518,0625_s17_qp_21
" 
 
",56.7,785.19494,0625_s17_qp_21
"[Turn over
",489.12,782.83392,0625_s17_qp_21
"1  What is the most accurate and precise method to measure the thickness of a coin? 
",49.62,74.91647999999998,0625_s17_qp_21
"2 
",294.66,48.57647999999995,0625_s17_qp_21
"A  Use a micrometer screw gauge. 
B  Use a ruler and look at the scale perpendicularly. 
C  Use a top pan balance. 
D  Use the displacement method with water in a measuring cylinder. 
",70.8596584931,163.4768778,0625_s17_qp_21
" 
 
2  On Earth, a ball is dropped and falls 2.0 m in a vacuum. 
 
",49.6201097549,214.05642,0625_s17_qp_21
"The acceleration of the ball at 1.0 m is 10 m / s2. 
",70.92112725389997,226.71648000000005,0625_s17_qp_21
" 
",49.62124382800002,239.37642000000005,0625_s17_qp_21
" 
",49.62174041989999,417.99691,0625_s17_qp_21
"0 m
",239.94901,255.5607056099999,0625_s17_qp_21
"0.5 m
",239.94943299809998,290.57760561,0625_s17_qp_21
"1.0 m
",239.948764971,325.59450560999994,0625_s17_qp_21
"1.5 m
",239.948764971,360.6110272791,0625_s17_qp_21
"2.0 m
",239.948764971,395.62790561,0625_s17_qp_21
"ball
",348.925391618,259.56290216599996,0625_s17_qp_21
" 
",366.72,407.79649,0625_s17_qp_21
"What is the acceleration of the ball at 0.5 m? 
",70.8615086679,430.71713020000004,0625_s17_qp_21
"A  5.0 m / s2 
",70.86108838299998,454.29649,0625_s17_qp_21
