question_id,text,x_corr,y_corr,question_number,question_text,question_file,question_page,category,text_new,duplicate
0625_s17_qp_22_40,"40  A sample of a radioactive isotope emits particles at a rate of 240 per minute. 
 
",49.62,547.115898,40,"A sample of a radioactive isotope emits particles at a rate of     per minute   After    hours the rate of emission has decreased to    per minute   What is the half-life of the radioactive material? A     hours B     hours C    hours D    hours      © UCLES          /  /M/J/    BLANK PAGE   © UCLES          /  /M/J/    BLANK PAGE    Permission to reproduce items where third-party owned material protected by copyright is included has been sought and cleared w here possible  Every reasonable effort has been made by the publisher (UCLES) to trac e copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends  at the earliest possible opportunity   To avoid the issue of disclosure of ans wer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknow ledgements Booklet  This is produced for each  series of examinations and is freely a vailable to download at www cie org uk after the live examination series   Cambridge International Examinations is part of the Cambridge As sessment Group  Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge    © UCLES          /  /M/J/    BLANK PAGE ",0625_s17_qp_22,17,520,"Asampleofaradioactiveisotopeemitsparticlesatarateofperminute.

",0
0625_s17_qp_23_01,"1  What is the most accurate and precise method to measure the thickness of a coin? 
",70.4301,105.9320016,1,What is the most accurate and precise method to measure the thickness of a coin? A Use a micrometer screw gauge  B Use a ruler and look at the scale perpendicularly  C Use a top pan balance  D Use the displacement method with water in a measuring cylinder  ,0625_s17_qp_23,2,110,"Whatisthemostaccurateandprecisemethodtomeasurethethicknessofacoin?
",1
0625_s17_qp_23_02,"2  A  pendulum  is  swinging.  Five  students  each  measure  the  time  it  takes  to  swing  through  ten 
",70.43025519,284.7732511,2,"A pendulum is swinging  Five students each meas ure the time it takes to swing through ten complete swings   Three students measure the time as       s  Another student measures it as       s, and the fifth student measures it as       s   What is the average period of the pendulum? A       s B       s C       s D       s ",0625_s17_qp_23,2,110,"Apendulumisswinging.Fivestudentseachmeasurethetimeittakestoswingthroughten
",0
0625_s17_qp_23_03,"3  Which distance-time graph represents a body whose speed is decreasing? 
 
",70.433772,497.1267688,3,Which distance-time graph represents a body whose speed is decreasing?   A  distancetimeB  distancetime C  distancetimeD  distancetime      © UCLES          /  /M/J/   [Turn over,0625_s17_qp_23,2,120,"Whichdistance-timegraphrepresentsabodywhosespeedisdecreasing?

",0
0625_s17_qp_23_04,"4  What are the units for mass, pressure and velocity? 
 
",70.4301,123.7481184,4,"What are the units for mass, pressure and velocity?   mass pressure velocity  A kg N  s Pa  B kg Pa m  / s  C N  s Pa m  / s  D Pa N  s m  / s  ",0625_s17_qp_23,3,180,"Whataretheunitsformass,pressureandvelocity?

",0
0625_s17_qp_23_05,"5  A steel ball bearing has a mass of 24 g and a density of 8.0 g / cm3. It is lowered into a measuring 
",70.4301,326.3455016,5,A steel ball bearing has a mass of     g and a density of      g / cm   It is lowered into a measuring cylinder containing     cm  of water   What is the new water level in the cylinder? A      cm  B      cm  C     cm  D     cm  ,0625_s17_qp_23,3,110,"Asteelballbearinghasamassofgandadensityof.g/cm.Itisloweredintoameasuring
",0
0625_s17_qp_23_06,"6  The diagram shows an object being acted upon by two forces. 
 
",70.43425343,484.9945333,6,The diagram shows an object being acted upon by two forces         N     N   What is the size of the resultant force on the object? A      N B      N C      N D     N     © UCLES          /  /M/J/  ,0625_s17_qp_23,3,152,"Thediagramshowsanobjectbeingacteduponbytwoforces.

",0
0625_s17_qp_23_07,"7  The diagram shows a man holding a sack and barrow stationary. He applies a vertical force to 
",70.4301,105.8471016,7,The diagram shows a man holding a sack and barrow stationary  He applies a vertical force to the handle   The centre of mass and the weight of the sack and barrow are shown  The wheel acts as a pivot    weight ofsack and barrow     N    cm     cm   cm   cmforceexertedby mancentre of massof sack and barrow   What is the magnitude of the vertical force exerted by the man? A     N B     N C     N D      N     © UCLES          /  /M/J/   [Turn over,0625_s17_qp_23,4,152,"Thediagramshowsamanholdingasackandbarrowstationary.Heappliesaverticalforceto
",0
0625_s17_qp_23_08,"8  The diagram shows the only two forces F1 and F2 acting on an object. The magnitude of each 
",70.4301,106.7865161,8,The diagram shows the only two forces F   and F   acting on an object  The magnitude of each force is represented by the length of each arrow    F    °F    The resultant force acting on the object is R   Which vector diagram shows how forces F   and F   add to produce R?   F  F    °A F F   ° R RRBF  F    °C F F R   °D      © UCLES          /  /M/J/  ,0625_s17_qp_23,5,151,"ThediagramshowstheonlytwoforcesFandFactingonanobject.Themagnitudeofeach
",0
0625_s17_qp_23_09,"9  The diagrams show four bodies moving in the directions shown. The only forces acting on the 
",70.4301,105.8471016,9,The diagrams show four bodies moving in the directions shown  The only forces acting on the bodies are shown in each diagram   Which body gains the most kinetic energy when moving a distance of      m?   A    N    NB    N C    N     N     N     NDmovement movement movementmovement  ,0625_s17_qp_23,6,152,"Thediagramsshowfourbodiesmovinginthedirectionsshown.Theonlyforcesactingonthe
",0
0625_s17_qp_23_10,"10  A steel ball is fired vertically upwards with a velocity v. The ball reaches a height h. 
 
",70.43190633,647.7183344,10,A steel ball is fired vertically upwards with a velocity v  The ball reaches a height h   The same ball is now fired vertically upwards from the same position with a velocity   v   Air resistance can be ignored   What is the new height reached by the ball? A h B  h C  h D  h     © UCLES          /  /M/J/   [Turn over,0625_s17_qp_23,6,170,"Asteelballisfiredverticallyupwardswithavelocityv.Theballreachesaheighth.

",0
0625_s17_qp_23_11,"11  A solar panel is used to recharge a battery. The solar panel produces 0.80 W of electrical power. 
",70.4301,105.8471016,11,A solar panel is used to recharge a battery  The solar panel produces       W of electrical power  The panel is   % efficient    solar panel sunlight power tobattery      W   What is the power input of the sunlight onto the solar panel? A       W B      W C      W D     W ,0625_s17_qp_23,7,170,"Asolarpanelisusedtorechargeabattery.Thesolarpanelproduces.Wofelectricalpower.
",0
0625_s17_qp_23_12,"12  The diagrams show four different athletes training by doing pull-ups. 
 
",70.43403088,452.0764233,12,The diagrams show four different athletes training by doing pull-ups   Which athlete does the most work?   A weight ofathlete =      Ndistancelifted =       mB weight ofathlete =     Ndistancelifted =       mC weight ofathlete =     Ndistancelifted =       mD weight ofathlete =     Ndistancelifted =       m     © UCLES          /  /M/J/  ,0625_s17_qp_23,7,152,"Thediagramsshowfourdifferentathletestrainingbydoingpull-ups.

",0
0625_s17_qp_23_13,"13  Four different liquids are poured into four containers. 
 
",70.4301,123.7481184,13,Four different liquids are poured into four containers   The diagrams show the depth and the density of liquid in each container   In which container is the pressure on its base the greatest?   A liquid density=      g / cm     cmB liquid density=      g / cm     cmC liquid density=      g / cm     cmD liquid density=      g / cm     cm  ,0625_s17_qp_23,8,180,"Fourdifferentliquidsarepouredintofourcontainers.

",1
0625_s17_qp_23_14,"14  Brownian motion is observed when using a microscope to look at smoke particles in air. 
 
",70.43488313,501.5387989,14,Brownian motion is observed when using a microscope to look at smoke particles in air   What causes the smoke particles to move at random? A Smoke particles are hit by air molecules  B Smoke particles are moved by convection currents in the air  C Smoke particles have different weights and fall at different speeds  D Smoke particles hit the walls of the container  ,0625_s17_qp_23,8,210,"Brownianmotionisobservedwhenusingamicroscopetolookatsmokeparticlesinair.

",1
0625_s17_qp_23_15,"15  The diagrams show four open dishes. Each dish contains water at the same temperature. 
 
",70.43472794,716.2687148,15,The diagrams show four open dishes  Each dish contains water at the same temperature   The dishes are different shapes and a draught blows over two of them   From which container does the water evaporate at the greatest rate?   AdraughtBdraughtno draught no draughtC D      © UCLES          /  /M/J/   [Turn over,0625_s17_qp_23,8,210,"Thediagramsshowfouropendishes.Eachdishcontainswateratthesametemperature.

",0
0625_s17_qp_23_16,"16  Equal masses of two different liquids are put into identical beakers. 
 
",70.4301,123.7481184,16,Equal masses of two different liquids are put into identical beakers   Liquid   is heated for      s and liquid   is heated for      s by heaters of the same power   Each liquid has the same rise in temperature    liquid   liquid   heating time =      s heating time =      sdifferent liquidsof same mass   Which statement is correct? A Each beaker of liquid has the same thermal capacity  B Each beaker of liquid receives the same energy  C Liquid   receives more energy than liquid    D The thermal capacity of liquid   is less than the thermal capacity of liquid        © UCLES          /  /M/J/  ,0625_s17_qp_23,9,220,"Equalmassesoftwodifferentliquidsareputintoidenticalbeakers.

",1
0625_s17_qp_23_17,"17  A block of ice at –20 °C is heated until it turns to steam. The graph of temperature against thermal 
",70.4301,107.1593064,17,A block of ice at –    °C is heated until it turns to steam  The graph of temperature against thermal energy absorbed is shown   The latent heat of fusion of ice is      kJ  / kg                –  temperature°C                                                                     kJ     kJ       kJthermal energyabsorbed  / kJ  What is the mass of the ice? A      kg B      kg C      kg D      kg ,0625_s17_qp_23,10,220,"Ablockoficeat–°Cisheateduntilitturnstosteam.Thegraphoftemperatureagainstthermal
",0
0625_s17_qp_23_18,"18  A copper bar and a wooden bar are joined. A piece of paper is wrapped tightly around the join. 
 
",70.43492984,597.9169688,18,"A copper bar and a wooden bar are joined  A piece of paper is wrapped tightly around the join   The bar is heated strongly at the centre for a short time, and the paper goes brown on one side only    paper copperwoodheat   Which side goes brown, and what does this show about wood and copper?   brown side wood copper  A copper conductor insulator  B copper insulator conductor  C wood conductor insulator  D wood insulator conductor       © UCLES          /  /M/J/   [Turn over",0625_s17_qp_23,10,410,"Acopperbarandawoodenbararejoined.Apieceofpaperiswrappedtightlyaroundthejoin.

",1
0625_s17_qp_23_19,"19  Different waves hit barriers with different sized gaps. 
 
",70.4301,123.7481184,19,Different waves hit barriers with different sized gaps   The waves will diffract   In which diagram does the greatest spreading occur?   gap      cmAbarrier wavelength     cmgap      cmBbarrier wavelength     cm wavelength     cmgap      cmCbarrier wavelength     cmgap      cmDbarrier       © UCLES          /  /M/J/  ,0625_s17_qp_23,11,310,"Differentwaveshitbarrierswithdifferentsizedgaps.

",1
0625_s17_qp_23_20,"20  A converging lens is used to make an image on a screen. 
 
",70.4301,123.7481184,20,A converging lens is used to make an image on a screen    candlescreenconverginglens imageformedhere   What type of image is formed on the screen? A real and inverted B real and upright C virtual and inverted D virtual and upright ,0625_s17_qp_23,12,320,"Aconverginglensisusedtomakeanimageonascreen.

",0
0625_s17_qp_23_21,"21  Which diagram shows what happens when a ray of white light passes through a prism? 
 
",70.43333145,528.8572026,21,Which diagram shows what happens when a ray of white light passes through a prism?   A  spectrum B spectrum C spectrumDspectrumwhitelight whitelightwhitelight whitelight       © UCLES          /  /M/J/   [Turn over,0625_s17_qp_23,12,320,"Whichdiagramshowswhathappenswhenarayofwhitelightpassesthroughaprism?

",1
0625_s17_qp_23_22,"22  Light travels in a vacuum and then enters a glass block. The speed of the light in the glass block 
",70.4301,105.8471016,22,Light travels in a vacuum and then enters a glass blo ck  The speed of the light in the glass block is     ×       m  / s   Which statement about the speed of light is correct? A The speed in a vacuum is     times the speed in the glass  B The speed in the glass is the same as the speed in a vacuum  C The speed in the glass is     times the speed in a vacuum  D The speed in the glass is     ×      times the speed in a vacuum  ,0625_s17_qp_23,13,340,"Lighttravelsinavacuumandthenentersaglassblock.Thespeedofthelightintheglassblock
",1
0625_s17_qp_23_23,"23  A fire alarm is not loud enough and the pitch is too low. An engineer adjusts the alarm so that it 
",70.43131608,340.7672165,23,A fire alarm is not loud enough and the pitch is too low  An engineer adjusts the alarm so that it produces a louder note of a higher pitch  What effect does this have on the amplitude and on the frequency of the sound?   amplitude frequency  A larger greater  B larger smaller  C smaller greater  D smaller smaller  ,0625_s17_qp_23,13,340,"Afirealarmisnotloudenoughandthepitchistoolow.Anengineeradjuststhealarmsothatit
",1
0625_s17_qp_23_24,"24  In which way are a bar magnet and an electromagnet similar? 
",70.4301,612.6790352,24,In which way are a bar magnet and an electromagnet similar? A A bar magnet and an electromagnet are always magnetised when stored  B A bar magnet and an electromagnet can both be used to separate magnetic and  non-magnetic materials  C A bar magnet can be made of steel and an electromagnet uses a steel core  D The magnetic field strength of a bar magnet and of an electromagnet can both be varied  ,0625_s17_qp_23,13,410,"Inwhichwayareabarmagnetandanelectromagnetsimilar?
",0
0625_s17_qp_23_25,"25  A magnet near a coil of wire is attracted to the coil only when there is a current in the coil. 
 
",70.43025519,827.3223183,25,A magnet near a coil of wire is attracted to the coil only when there is a current in the coil   Which statement explains this force of attraction? A The coil of wire has its own gravitational field  B The coil of wire is made from soft iron  C The current in the coil of wire creates a magnetic field  D The current in the coil of wire induces a charge on the magnet       © UCLES          /  /M/J/  ,0625_s17_qp_23,13,450,"Amagnetnearacoilofwireisattractedtothecoilonlywhenthereisacurrentinthecoil.

",1
0625_s17_qp_23_26,"26  A steel magnet is placed in a coil and demagnetised. 
 
",70.4301,123.7481184,26,"A steel magnet is placed in a coil and demagnetised   Which type of current is established in the coil, and how is the current changed? A a direct current in the coil, then reduce the current quickly to zero B a direct current in the coil, then reduce the current slowly to zero C an alternating current in the coil, then reduce the current quickly to zero D an alternating current in the coil, then reduce the current slowly to zero ",0625_s17_qp_23,14,450,"Asteelmagnetisplacedinacoilanddemagnetised.

",0
0625_s17_qp_23_27,"27  Which material is a conductor of electricity? 
",70.42839289,320.6571296,27,Which material is a conductor of electricity? A brass B glass C plastic D wood ,0625_s17_qp_23,14,420,"Whichmaterialisaconductorofelectricity?
",0
0625_s17_qp_23_28,"28  The diagrams each show a positive point charge. 
 
",70.42854808,517.3990854,28,The diagrams each show a positive point charge   Which diagram represents the pattern and the direction of the electric field due to the charge?   +A+B+CD+  ,0625_s17_qp_23,14,450,"Thediagramseachshowapositivepointcharge.

",0
0625_s17_qp_23_29,"29  Which quantity is equivalent to 1.0 V? 
",70.43491032,755.3797531,29,Which quantity is equivalent to      V? A      J / C B      kJ  / C C      J / s D      kJ  / s ,0625_s17_qp_23,14,220,"Whichquantityisequivalentto.V?
",0
0625_s17_qp_23_30,"30  A circuit contains a fixed resistor. The potential difference across the resistor is 24.0 V and the 
",70.34910872,842.3394116,30,A circuit contains a fixed resistor  The potential difference across the resistor is       V and the current in the resistor is       A   How much energy is transferred in the resistor in a time of       minutes? A      J B       J C       kJ D       kJ      © UCLES          /  /M/J/   [Turn over,0625_s17_qp_23,14,430,"Acircuitcontainsafixedresistor.Thepotentialdifferenceacrosstheresistoris.Vandthe
",0
0625_s17_qp_23_31,"31  A battery, an ammeter, a switch, a lamp and a resistor are connected together in a circuit. 
 
",70.4301,123.7481184,31,"A battery, an ammeter, a switch, a lamp and a resistor are connected together in a circuit    A   With the switch open, the ammeter reads      A  When the switch is closed, this reading increases to      A   What is the current through the resistor with the switch closed? A    A B      A C      A D      A ",0625_s17_qp_23,15,430,"Abattery,anammeter,aswitch,alampandaresistorareconnectedtogetherinacircuit.

",0
0625_s17_qp_23_32,"32  A student connects a variable potential divider (potentiometer) circuit. 
 
",70.43492984,479.3104333,32,A student connects a variable potential divider (potentiometer) circuit    R S T  V     V   What happens to the reading on the voltmeter as the sliding terminal T is moved from R to S? A It decreases from     V to    V  B It increases from    V to     V  C It remains at    V  D It remains at     V       © UCLES          /  /M/J/  ,0625_s17_qp_23,15,430,"Astudentconnectsavariablepotentialdivider(potentiometer)circuit.

",1
0625_s17_qp_23_33,"33  The diagram shows a circuit used to make a light detector. 
 
",70.4301,123.7481184,33,The diagram shows a circuit used to make a light detector    AXY   One component is connected between X and Y   Which component causes the ammeter reading to increase when the light gets brighter?   A B C D  ,0625_s17_qp_23,16,430,"Thediagramshowsacircuitusedtomakealightdetector.

",0
0625_s17_qp_23_34,"34  A truth table for a type of logic gate is shown. 
 
",70.43370504,503.9150344,34,A truth table for a type of logic gate is shown   input   input   output                         Which type of logic gate is it? A AND B NOR C NOT D OR ,0625_s17_qp_23,16,450,"Atruthtableforatypeoflogicgateisshown.

",0
0625_s17_qp_23_35,"35  In which device is a split-ring commutator used, and what is its purpose? 
 
",70.42699616,793.6409024,35,"In which device is a split-ring commutator used, and what is its purpose?   device purpose  A  a c  generator  to change the direction of the current in the coil as it turns  B  a c  generator  to change the output current from d c  into a c   C  d c  motor  to change the direction of the current in the coil as it turns  D  d c  motor  to change the input current from a c  into d c        © UCLES          /  /M/J/   [Turn over",0625_s17_qp_23,16,450,"Inwhichdeviceisasplit-ringcommutatorused,andwhatisitspurpose?

",0
0625_s17_qp_23_36,"36  What is the purpose of a relay? 
",70.4301,105.9320016,36,What is the purpose of a relay? A to change a large voltage into a small voltage B to change a small voltage into a large voltage C to use a large current to switch on a small current D to use a small current to switch on a large current ,0625_s17_qp_23,17,430,"Whatisthepurposeofarelay?
",1
0625_s17_qp_23_37,"37  When a source of (cid:68)-particles is directed towards a thin metal foil they become scattered. 
 
",70.4301,303.8616658,37,When a source of D-particles is directed towards a thin metal foil they become scattered   Which observation of this experiment provides evidence for a small charged nucleus? A A small proportion of the D-particles come straight back from the foil towards the source  B A small proportion of the D-particles pass straight through the foil  C Some of the D-particles are deflected by an angle of less than    °  D Some of the D-particles follow a curved path after leaving the foil  ,0625_s17_qp_23,17,520,"Whenasourceof(cid:)-particlesisdirectedtowardsathinmetalfoiltheybecomescattered.

",0
0625_s17_qp_23_38,"38  Which description of a neutral atom of copper is correct? 
",70.43165193,508.2391116,38,Which description of a neutral atom of copper is correct? A a nucleus surrounded by electrons B a nucleus surrounded by molecules C electrons surrounded by a nucleus D electrons surrounded by molecules ,0625_s17_qp_23,17,510,"Whichdescriptionofaneutralatomofcopperiscorrect?
",0
0625_s17_qp_23_39,"39  A sample of radioactive isotope is decaying. 
 
",70.43165193,704.9810674,39,A sample of radioactive isotope is decaying   The nuclei of which atoms will decay first? A It is impossible to know because radioactive decay is random  B It is impossible to know unless the age of the material is known  C The atoms near the centre will decay first because they are surrounded by more atoms  D The atoms near the surface will decay first because the radiation can escape more easily       © UCLES          /  /M/J/  ,0625_s17_qp_23,17,520,"Asampleofradioactiveisotopeisdecaying.

",1
0625_s17_qp_23_40,"40  A student determines the half-life of a radioactive isotope. 
 
",70.4301,123.7481184,40,"A student determines the half-life of a radioactive isotope   The student uses a detector over five minutes and plots a graph showing how the count rate shown on the detector varies with time   The count rate due to background radiation is    counts per minute                              count ratecounts / minute time  / minutes  What is the half-life of this isotope? A      minutes B     minutes C     minutes D     minutes      © UCLES          /  /M/J/    BLANK PAGE    Permission to reproduce items where third-party owned material protected by copyright is included has been sought and cleared w here possible  Every reasonable effort has been made by the publisher (UCLES) to trace copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity   To avoid the issue of disclosure of answer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknowledgements Booklet  This is produced for each series of examinations and is freely a vailable to download at www cie org uk after the live examination series   Cambridge International Examinations is part of the Cambridge Assessment Group  Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge    © UCLES          /  /M/J/    BLANK PAGE ",0625_s17_qp_23,18,520,"Astudentdeterminesthehalf-lifeofaradioactiveisotope.

",0
0625_w13_qp_11_01,"1  A student uses a ruler to measure the length and the width of a small rectangular metal plate. 
 
",49.60629,87.72133958,1,A student uses a ruler to measure the length and the width of a small rectangular metal plate          cmwidth       cmlengthmetal plate   What is the area of the plate? A       cm  B       cm  C       cm  D       cm  ,0625_w13_qp_11,2,110,"Astudentusesarulertomeasurethelengthandthewidthofasmallrectangularmetalplate.

",0
0625_w13_qp_11_02,"2  The diagram shows the speed / time graph for a train as it travels along a track. 
 
",49.60621688,367.2457296,2,The diagram shows the speed  / time graph for a train as it travels along a track      speed timePQRST   For which part of the graph is the tra in’s speed changing at the greatest rate? A PQ B QR C RS D ST ,0625_w13_qp_11,2,120,"Thediagramshowsthespeed/timegraphforatrainasittravelsalongatrack.

",0
0625_w13_qp_11_03,"3  A small steel ball is dropped from a low balcony. 
 
",49.60665472,590.8152743,3,"A small steel ball is dropped from a low balcony   Ignoring air resistance, which statement describes its motion? A It falls with constant acceleration  B It falls with constant speed  C It falls with decreasing speed  D It falls with increasing acceleration      © UCLES          /  /O/N/   [Turn over",0625_w13_qp_11,2,120,"Asmallsteelballisdroppedfromalowbalcony.

",0
0625_w13_qp_11_04,"4  Which is the unit for force and which is the unit for weight? 
 
",49.60629,87.72133958,4,Which is the unit for force and which is the unit for weight?   force weight  A kg kg  B kg N  C N kg  D N N  ,0625_w13_qp_11,3,130,"Whichistheunitforforceandwhichistheunitforweight?

",0
0625_w13_qp_11_05,"5  A cup contains hot liquid. 
 
",49.60629,243.6556812,5,A cup contains hot liquid   Some of the liquid evaporates   What happens to the mass and to the weight of the liquid in the cup?   mass weight  A decreases decreases  B decreases stays the same  C stays the same decreases  D stays the same stays the same  ,0625_w13_qp_11,3,220,"Acupcontainshotliquid.

",1
0625_w13_qp_11_06,"6  Four  rectangular  blocks,  P,  Q,  R  and  S  are  shown.  Each  block  is  labelled  with  its  size  and  its 
",49.60629,437.0633962,6,"Four rectangular blocks, P, Q, R and S are shown  Each block is labelled with its size and its mass    P      cm     cm    cmQ      cm     cm    cm R      cm     cm    cmS   g     g     g     g      cm     cm    cm   Which two blocks have the same density? A P and Q B P and R C Q and R D R and S    © UCLES          /  /O/N/  ",0625_w13_qp_11,3,151,"Fourrectangularblocks,P,Q,RandSareshown.Eachblockislabelledwithitssizeandits
",0
0625_w13_qp_11_07,"7  A force acting on an object causes some properties of the object to change. 
 
",49.60629,87.72133958,7,"A force acting on an object causes some properties of the object to change   Which list contains only properties that can be changed by the action of the force? A mass, motion and shape B mass, motion and size C mass, shape and size D motion, shape and size ",0625_w13_qp_11,4,152,"Aforceactingonanobjectcausessomepropertiesoftheobjecttochange.

",0
0625_w13_qp_11_08,"8  A box is being moved by a fork-lift truck. The total weight of the box is 3000 N. 
 
",49.60629,239.5449396,8,A box is being moved by a fork-lift truck  The total weight of the box is       N    fork-lift truck box    The force exerted by the fork-lift truck on the box is       N upwards   What is the resultant force on the box? A      N downwards B      N upwards C       N downwards D       N upwards ,0625_w13_qp_11,4,170,"Aboxisbeingmovedbyafork-lifttruck.ThetotalweightoftheboxisN.

",0
0625_w13_qp_11_09,"9  Some energy sources are reliably available at all times, and some are not. 
 
",49.6064529,568.3363378,9,"Some energy sources are reliably available at all times, and some are not   Which row shows three sources all in their correct columns?   available at all times not available at all times  A geothermal nuclear fission, solar   B geothermal, nuclear fission solar  C solar, nuclear fission geothermal  D solar nuclear fission, geothermal      © UCLES          /  /O/N/   [Turn over",0625_w13_qp_11,4,170,"Someenergysourcesarereliablyavailableatalltimes,andsomearenot.

",0
0625_w13_qp_11_10,"10  A woman in a factory has to lift a box on to a shelf. 
 
",49.60629,87.72133958,10,A woman in a factory has to lift a box on to a shelf    boxhigh shelflow shelf   Which action involves the woman in doing the least amount of work? A lifting the box quickly to the high shelf B lifting the box slowly to the high shelf C lifting the box to the low shelf first then lifting it to the high shelf D lifting the box to the low shelf instead of to the high shelf ,0625_w13_qp_11,5,170,"Awomaninafactoryhastoliftaboxontoashelf.

",0
0625_w13_qp_11_11,"11  A drawing pin (thumb tack) has a sharp point and a flat end. 
 
",49.60580781,392.2194169,11,A drawing pin (thumb tack) has a sharp point and a flat end    flat end sharp point   The pin is pushed into a wooden board   How do the pressure and the force at the sharp point compare with the pressure and the force at the flat end?   force at the sharp point pressure at the sharp point  A greater than at the flat end greater than at the flat end  B greater than at the flat end less than at the flat end  C the same as at the flat end greater than at the flat end  D the same as at the flat end less than at the flat end      © UCLES          /  /O/N/  ,0625_w13_qp_11,5,152,"Adrawingpin(thumbtack)hasasharppointandaflatend.

",0
0625_w13_qp_11_12,"12  The diagrams show four divers at the bottom of four different swimming pools. 
 
",49.60629,87.72133958,12,The diagrams show four divers at the bottom of four different swimming pools   Two swimming pools contain fresh water and two contain salt water  Fresh water is less dense than salt water   Which diver feels the least pressure from the water?   ABfreshwaterfreshwaterCDsaltwatersaltwater  ,0625_w13_qp_11,6,180,"Thediagramsshowfourdiversatthebottomoffourdifferentswimmingpools.

",0
0625_w13_qp_11_13,"13  The diagram shows a sealed jar containing a gas. 
 
",49.60789168,342.556066,13,The diagram shows a sealed jar containing a gas    gas   Which statement about the gas in the jar is correct? A The gas molecules collide with the inside of the jar more often as the temperature increases  B The gas molecules move more slowly as the temperature increases  C The pressure of the gas decreases as the temperature increases  D The pressure of the gas is higher at the top of the jar than at the bottom of the jar  ,0625_w13_qp_11,6,210,"Thediagramshowsasealedjarcontainingagas.

",0
0625_w13_qp_11_14,"14  A block of ice cream is prevented from melting by wrapping it in newspaper soaked in water. The 
",49.60679766,596.399736,14,A block of ice cream is prevented from melting by wrapping it in newspaper soaked in water  The water evaporates from the newspaper   Which molecules escape from the water and what happens to the average speed of the water molecules that remain in the newspaper?   escaping molecules average speed of the remaining water molecules  A the less energetic ones decreases  B the less energetic ones increases  C the more energetic ones decreases  D the more energetic ones increases   © UCLES          /  /O/N/   [Turn over,0625_w13_qp_11,6,220,"Ablockoficecreamispreventedfrommeltingbywrappingitinnewspapersoakedinwater.The
",0
0625_w13_qp_11_15,"15  Equal masses of two different liquids are heated using the same heater. The graph shows how 
",49.60629,75.0785688,15,Equal masses of two different liquids are heated  using the same heater  The graph shows how the temperature of each liquid changes with time    temperature  timeliquid  liquid       What does the graph tell us about the liquids? A Liquid   has a higher melting point than liquid    B Liquid   has a higher boiling point than liquid    C Liquid   starts to melt sooner than liquid    D Liquid   starts to boil sooner than liquid    ,0625_w13_qp_11,7,220,"Equalmassesoftwodifferentliquidsareheatedusingthesameheater.Thegraphshowshow
",0
0625_w13_qp_11_16,"16  A wooden wheel can be strengthened by putting a tight circle of iron around it. 
 
",49.60777312,422.8620369,16,A wooden wheel can be strengthened by putting a tight circle of iron around it    wooden wheeliron circle   Which action would make it easier to fit the circle over the wood? A cooling the iron circle B heating the iron circle C heating the wooden wheel and cooling the iron circle D heating the wooden wheel but not heating or cooling the iron circle     © UCLES          /  /O/N/  ,0625_w13_qp_11,7,220,"Awoodenwheelcanbestrengthenedbyputtingatightcircleofironaroundit.

",0
0625_w13_qp_11_17,"17  A man goes into a cold room and switches on a heater. The man then stands one metre away 
",49.60629,75.0785688,17,"A man goes into a cold room and switches on a heater  The man then stands one metre away from the heater  He feels warmer almost immediately    roomheate r   How is thermal energy transferred from the heater to the man so quickly? A by conduction, convection and radiation B by conduction only C by convection only D by radiation only ",0625_w13_qp_11,8,230,"Amangoesintoacoldroomandswitchesonaheater.Themanthenstandsonemetreaway
",0
0625_w13_qp_11_18,"18  A rod is made half of glass and half of copper. Four pins, A, B, C and D are attached to the rod 
",49.60712064,419.206046,18,"A rod is made half of glass and half of copper  Four pins, A, B, C and D are attached to the rod by wax  The rod is heated in the centre as shown   Which pin falls off first?   heatpinApinBpinCpinDglass copper  ",0625_w13_qp_11,8,230,"Arodismadehalfofglassandhalfofcopper.Fourpins,A,B,CandDareattachedtotherod
",0
0625_w13_qp_11_19,"19  Which row shows an example of a transverse wave and an example of a longitudinal wave? 
 
",49.60710928,625.396966,19,Which row shows an example of a transverse wave and an example of a longitudinal wave?   transverse longitudinal  A light radio  B radio sound  C sound water  D water light      © UCLES          /  /O/N/   [Turn over,0625_w13_qp_11,8,310,"Whichrowshowsanexampleofatransversewaveandanexampleofalongitudinalwave?

",0
0625_w13_qp_11_20,"20  A boy throws a small stone into a pond. Waves spread out from where the stone hits the water 
",49.60629,75.0785688,20,A boy throws a small stone into a pond  Waves spread out from where the stone hits the water and travel to the side of the pond   The boy notices that eight waves reach the side of the pond in a time of      s   What is the frequency of the waves? A       Hz B       Hz C      Hz D     Hz ,0625_w13_qp_11,9,310,"Aboythrowsasmallstoneintoapond.Wavesspreadoutfromwherethestonehitsthewater
",0
